id,account,total_appraised_value_2019,pct_value_change,new_owner_date,sq_ft,acreage,latitude,longitude,zip_code,neighborhood_code,neighborhood,Offense_Count,school_id,school_type,school_rating,flood_risk,sales_neighborhood_2019
3124,5.90E+11,433107,-0.095036204,2018-05-22,2412,0.0555,29.70555,-95.39076,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912229,Elementary,95,3,9
3125,5.90E+11,435000,6.248381849,2014-11-03,2392,0.064,29.70556,-95.39066,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912463,Middle,95,3,9
3125,5.90E+11,435000,6.248381849,2014-11-03,2392,0.064,29.70556,-95.39066,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912026,High,95,3,9
3125,5.90E+11,435000,6.248381849,2014-11-03,2392,0.064,29.70556,-95.39066,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912229,Elementary,95,3,9
3127,5.90E+11,433922,4.559518072,2016-01-11,2888,0.0385,29.70529,-95.39071,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912026,High,95,3,9
3127,5.90E+11,433922,4.559518072,2016-01-11,2888,0.0385,29.70529,-95.39071,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912044,Middle,65,3,9
3127,5.90E+11,433922,4.559518072,2016-01-11,2888,0.0385,29.70529,-95.39071,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912229,Elementary,95,3,9
3128,5.90E+11,374183,-0.086513737,2008-08-29,1866,0.044,29.70535,-95.3907,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912026,High,95,3,9
3128,5.90E+11,374183,-0.086513737,2008-08-29,1866,0.044,29.70535,-95.3907,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912044,Middle,65,3,9
3128,5.90E+11,374183,-0.086513737,2008-08-29,1866,0.044,29.70535,-95.3907,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912229,Elementary,95,3,9
3129,5.90E+11,419436,-0.157106947,2017-04-17,2558,0.0334,29.70518,-95.39073,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912026,High,95,3,9
3129,5.90E+11,419436,-0.157106947,2017-04-17,2558,0.0334,29.70518,-95.39073,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912044,Middle,65,3,9
3129,5.90E+11,419436,-0.157106947,2017-04-17,2558,0.0334,29.70518,-95.39073,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912229,Elementary,95,3,9
3130,5.90E+11,390976,1.691670655,2014-04-30,2558,0.036,29.70523,-95.39072,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912026,High,95,3,9
3130,5.90E+11,390976,1.691670655,2014-04-30,2558,0.036,29.70523,-95.39072,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912044,Middle,65,3,9
3130,5.90E+11,390976,1.691670655,2014-04-30,2558,0.036,29.70523,-95.39072,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912229,Elementary,95,3,9
3131,5.90E+11,388494,-2.588160956,2016-05-06,2380,0.0417,29.70497,-95.39134,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912026,High,95,3,9
3131,5.90E+11,388494,-2.588160956,2016-05-06,2380,0.0417,29.70497,-95.39134,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912080,Middle,85,3,9
3131,5.90E+11,388494,-2.588160956,2016-05-06,2380,0.0417,29.70497,-95.39134,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912229,Elementary,95,3,9
3132,5.90E+11,437268,4.921824761,1998-01-01,2715,0.043,29.7049,-95.39138,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912026,High,95,3,9
3132,5.90E+11,437268,4.921824761,1998-01-01,2715,0.043,29.7049,-95.39138,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912080,Middle,85,3,9
3132,5.90E+11,437268,4.921824761,1998-01-01,2715,0.043,29.7049,-95.39138,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912229,Elementary,95,3,9
3133,5.90E+11,416042,6.407052848,2011-06-09,2380,0.0434,29.70483,-95.39141,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912026,High,95,3,9
3133,5.90E+11,416042,6.407052848,2011-06-09,2380,0.0434,29.70483,-95.39141,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912080,Middle,85,3,9
3133,5.90E+11,416042,6.407052848,2011-06-09,2380,0.0434,29.70483,-95.39141,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912229,Elementary,95,3,9
3134,5.90E+11,408208,-0.108161018,2013-08-29,2399,0.0436,29.70476,-95.39144,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912026,High,95,3,9
3134,5.90E+11,408208,-0.108161018,2013-08-29,2399,0.0436,29.70476,-95.39144,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912080,Middle,85,3,9
3134,5.90E+11,408208,-0.108161018,2013-08-29,2399,0.0436,29.70476,-95.39144,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912229,Elementary,95,3,9
3135,5.90E+11,438353,-0.142831108,2002-02-06,2715,0.0438,29.70469,-95.39147,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912026,High,95,3,9
3135,5.90E+11,438353,-0.142831108,2002-02-06,2715,0.0438,29.70469,-95.39147,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912080,Middle,85,3,9
3135,5.90E+11,438353,-0.142831108,2002-02-06,2715,0.0438,29.70469,-95.39147,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912229,Elementary,95,3,9
3136,5.90E+11,416882,-0.099928349,2011-04-18,2380,0.0439,29.70462,-95.39149,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912026,High,95,2,9
3136,5.90E+11,416882,-0.099928349,2011-04-18,2380,0.0439,29.70462,-95.39149,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912080,Middle,85,2,9
3136,5.90E+11,416882,-0.099928349,2011-04-18,2380,0.0439,29.70462,-95.39149,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912229,Elementary,95,2,9
3138,5.90E+11,424107,-0.078691738,2007-08-08,2366,0.048,29.70473,-95.39092,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912026,High,95,2,9
3138,5.90E+11,424107,-0.078691738,2007-08-08,2366,0.048,29.70473,-95.39092,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912044,Middle,65,2,9
3138,5.90E+11,424107,-0.078691738,2007-08-08,2366,0.048,29.70473,-95.39092,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912229,Elementary,95,2,9
3140,5.90E+11,436981,2.819058824,2010-05-27,2761,0.0466,29.70464,-95.39126,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912026,High,95,2,9
3140,5.90E+11,436981,2.819058824,2010-05-27,2761,0.0466,29.70464,-95.39126,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912080,Middle,85,2,9
3140,5.90E+11,436981,2.819058824,2010-05-27,2761,0.0466,29.70464,-95.39126,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912229,Elementary,95,2,9
3141,5.90E+11,447980,-0.053991103,2018-04-23,2761,0.0466,29.70472,-95.39123,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912026,High,95,2,9
3141,5.90E+11,447980,-0.053991103,2018-04-23,2761,0.0466,29.70472,-95.39123,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912080,Middle,85,2,9
3141,5.90E+11,447980,-0.053991103,2018-04-23,2761,0.0466,29.70472,-95.39123,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912229,Elementary,95,2,9
3142,5.90E+11,432784,-2.171608374,2003-06-03,2725,0.047,29.7048,-95.3912,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912026,High,95,2,9
3142,5.90E+11,432784,-2.171608374,2003-06-03,2725,0.047,29.7048,-95.3912,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912080,Middle,85,2,9
3142,5.90E+11,432784,-2.171608374,2003-06-03,2725,0.047,29.7048,-95.3912,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912229,Elementary,95,2,9
3143,5.90E+11,424807,-0.078562171,1999-01-01,2366,0.0485,29.70488,-95.39116,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912026,High,95,2,9
3143,5.90E+11,424807,-0.078562171,1999-01-01,2366,0.0485,29.70488,-95.39116,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912080,Middle,85,2,9
3143,5.90E+11,424807,-0.078562171,1999-01-01,2366,0.0485,29.70488,-95.39116,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912229,Elementary,95,2,9
3144,5.90E+11,418227,-0.07979721,2004-09-30,2366,0.0442,29.70495,-95.39113,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912026,High,95,2,9
3144,5.90E+11,418227,-0.07979721,2004-09-30,2366,0.0442,29.70495,-95.39113,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912080,Middle,85,2,9
3144,5.90E+11,418227,-0.07979721,2004-09-30,2366,0.0442,29.70495,-95.39113,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912229,Elementary,95,2,9
3145,5.90E+11,435000,1.316886614,2009-06-26,2366,0.0641,29.70503,-95.3911,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912026,High,95,3,9
3145,5.90E+11,435000,1.316886614,2009-06-26,2366,0.0641,29.70503,-95.3911,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912080,Middle,85,3,9
3145,5.90E+11,435000,1.316886614,2009-06-26,2366,0.0641,29.70503,-95.3911,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912229,Elementary,95,3,9
3146,5.90E+11,443000,2.386317675,2016-03-08,2850,0.0486,29.70489,-95.39084,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912026,High,95,2,9
3146,5.90E+11,443000,2.386317675,2016-03-08,2850,0.0486,29.70489,-95.39084,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912044,Middle,65,2,9
3146,5.90E+11,443000,2.386317675,2016-03-08,2850,0.0486,29.70489,-95.39084,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912229,Elementary,95,2,9
3147,5.90E+11,441200,4.909987136,2010-03-05,2761,0.048,29.70481,-95.39088,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912026,High,95,2,9
3147,5.90E+11,441200,4.909987136,2010-03-05,2761,0.048,29.70481,-95.39088,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912044,Middle,65,2,9
3147,5.90E+11,441200,4.909987136,2010-03-05,2761,0.048,29.70481,-95.39088,77030,7600.01,DEVONSHIRE CRESCENT,1453,101912229,Elementary,95,2,9
3181,5.90E+11,400000,-2.46233827,2011-01-07,1144,0.1435,29.70219,-95.39203,77030,7600.03,DEVONSHIRE PLACE,1453,101912026,High,95,2,0
3181,5.90E+11,400000,-2.46233827,2011-01-07,1144,0.1435,29.70219,-95.39203,77030,7600.03,DEVONSHIRE PLACE,1453,101912080,Middle,85,2,0
3181,5.90E+11,400000,-2.46233827,2011-01-07,1144,0.1435,29.70219,-95.39203,77030,7600.03,DEVONSHIRE PLACE,1453,101912229,Elementary,95,2,0
3184,5.90E+11,392059,0,1997-08-19,1282,0.1722,29.70187,-95.39225,77030,7600.03,DEVONSHIRE PLACE,1453,101912026,High,95,2,0
3184,5.90E+11,392059,0,1997-08-19,1282,0.1722,29.70187,-95.39225,77030,7600.03,DEVONSHIRE PLACE,1453,101912080,Middle,85,2,0
3184,5.90E+11,392059,0,1997-08-19,1282,0.1722,29.70187,-95.39225,77030,7600.03,DEVONSHIRE PLACE,1453,101912229,Elementary,95,2,0
3186,5.90E+11,423547,0,1997-09-26,1911,0.2152,29.70201,-95.39273,77030,7600.03,DEVONSHIRE PLACE,1453,101912026,High,95,2,0
3186,5.90E+11,423547,0,1997-09-26,1911,0.2152,29.70201,-95.39273,77030,7600.03,DEVONSHIRE PLACE,1453,101912080,Middle,85,2,0
3186,5.90E+11,423547,0,1997-09-26,1911,0.2152,29.70201,-95.39273,77030,7600.03,DEVONSHIRE PLACE,1453,101912229,Elementary,95,2,0
3187,5.90E+11,408127,0,2003-08-20,2545,0.2152,29.70207,-95.39295,77030,7600.03,DEVONSHIRE PLACE,1453,101912026,High,95,2,0
3187,5.90E+11,408127,0,2003-08-20,2545,0.2152,29.70207,-95.39295,77030,7600.03,DEVONSHIRE PLACE,1453,101912080,Middle,85,2,0
3187,5.90E+11,408127,0,2003-08-20,2545,0.2152,29.70207,-95.39295,77030,7600.03,DEVONSHIRE PLACE,1453,101912229,Elementary,95,2,0
3188,5.90E+11,423165,0,2011-03-29,1602,0.2152,29.70214,-95.39317,77030,7600.03,DEVONSHIRE PLACE,1453,101912026,High,95,2,0
3188,5.90E+11,423165,0,2011-03-29,1602,0.2152,29.70214,-95.39317,77030,7600.03,DEVONSHIRE PLACE,1453,101912080,Middle,85,2,0
3188,5.90E+11,423165,0,2011-03-29,1602,0.2152,29.70214,-95.39317,77030,7600.03,DEVONSHIRE PLACE,1453,101912229,Elementary,95,2,0
3198,6.00E+11,403000,5.280757394,1988-01-02,1928,0.1263,29.70685,-95.41347,77030,7420,WESSEX/WINDERMERE,1453,101912026,High,95,2,0
3198,6.00E+11,403000,5.280757394,1988-01-02,1928,0.1263,29.70685,-95.41347,77030,7420,WESSEX/WINDERMERE,1453,101912080,Middle,85,2,0
3198,6.00E+11,403000,5.280757394,1988-01-02,1928,0.1263,29.70685,-95.41347,77030,7420,WESSEX/WINDERMERE,1453,101912229,Elementary,95,2,0
3199,6.00E+11,428634,5.321172152,1999-08-27,2508,0.1389,29.70685,-95.4133,77030,7420,WESSEX/WINDERMERE,1453,101912026,High,95,2,0
3199,6.00E+11,428634,5.321172152,1999-08-27,2508,0.1389,29.70685,-95.4133,77030,7420,WESSEX/WINDERMERE,1453,101912080,Middle,85,2,0
3199,6.00E+11,428634,5.321172152,1999-08-27,2508,0.1389,29.70685,-95.4133,77030,7420,WESSEX/WINDERMERE,1453,101912229,Elementary,95,2,0
3213,6.00E+11,428252,6.769384193,2000-06-12,1085,0.0985,29.70761,-95.41397,77030,7420,WESSEX/WINDERMERE,1453,101912026,High,95,2,0
3213,6.00E+11,428252,6.769384193,2000-06-12,1085,0.0985,29.70761,-95.41397,77030,7420,WESSEX/WINDERMERE,1453,101912080,Middle,85,2,0
3213,6.00E+11,428252,6.769384193,2000-06-12,1085,0.0985,29.70761,-95.41397,77030,7420,WESSEX/WINDERMERE,1453,101912229,Elementary,95,2,0
3278,6.00E+11,339547,1.080924993,2002-04-05,1860,0.0631,29.71003,-95.41347,77030,7405.04,WINDEMERE ROW T/H /AND OTHERS,1453,101912026,High,95,2,3
3278,6.00E+11,339547,1.080924993,2002-04-05,1860,0.0631,29.71003,-95.41347,77030,7405.04,WINDEMERE ROW T/H /AND OTHERS,1453,101912080,Middle,85,2,3
3278,6.00E+11,339547,1.080924993,2002-04-05,1860,0.0631,29.71003,-95.41347,77030,7405.04,WINDEMERE ROW T/H /AND OTHERS,1453,101912229,Elementary,95,2,3
3279,6.00E+11,348899,1.208177899,2015-11-19,1935,0.0631,29.71003,-95.41355,77030,7405.04,WINDEMERE ROW T/H /AND OTHERS,1453,101912026,High,95,2,3
3279,6.00E+11,348899,1.208177899,2015-11-19,1935,0.0631,29.71003,-95.41355,77030,7405.04,WINDEMERE ROW T/H /AND OTHERS,1453,101912080,Middle,85,2,3
3279,6.00E+11,348899,1.208177899,2015-11-19,1935,0.0631,29.71003,-95.41355,77030,7405.04,WINDEMERE ROW T/H /AND OTHERS,1453,101912229,Elementary,95,2,3
3518,6.01E+11,445900,12.8395118,2018-11-08,3749,0.1958,29.75808,-95.38604,77019,8321.08,TEMPLE TERRACE,2310,101912058,Elementary,65,1,0
3518,6.01E+11,445900,12.8395118,2018-11-08,3749,0.1958,29.75808,-95.38604,77019,8321.08,TEMPLE TERRACE,2310,101912058,Middle,65,1,0
3518,6.01E+11,445900,12.8395118,2018-11-08,3749,0.1958,29.75808,-95.38604,77019,8321.08,TEMPLE TERRACE,2310,101912322,High,95,1,0
3542,6.01E+11,447859,12.56726629,2014-04-29,1158,0.1148,29.75873,-95.38771,77019,8321.08,TEMPLE TERRACE,2310,101912058,Elementary,65,1,0
3542,6.01E+11,447859,12.56726629,2014-04-29,1158,0.1148,29.75873,-95.38771,77019,8321.08,TEMPLE TERRACE,2310,101912058,Middle,65,1,0
3542,6.01E+11,447859,12.56726629,2014-04-29,1158,0.1148,29.75873,-95.38771,77019,8321.08,TEMPLE TERRACE,2310,101912322,High,95,1,0
3544,6.01E+11,442889,9.999826142,1988-01-01,1196,0.1148,29.75873,-95.38802,77019,8321.08,TEMPLE TERRACE,2310,101912058,Elementary,65,1,0
3544,6.01E+11,442889,9.999826142,1988-01-01,1196,0.1148,29.75873,-95.38802,77019,8321.08,TEMPLE TERRACE,2310,101912058,Middle,65,1,0
3544,6.01E+11,442889,9.999826142,1988-01-01,1196,0.1148,29.75873,-95.38802,77019,8321.08,TEMPLE TERRACE,2310,101912322,High,95,1,0
3564,6.01E+11,198080,2.191061378,2019-06-24,2732,0.037,29.75771,-95.38771,77019,8318.06,BUCKNER STREET T/H'S,2310,101912058,Elementary,65,1,90
3564,6.01E+11,198080,2.191061378,2019-06-24,2732,0.037,29.75771,-95.38771,77019,8318.06,BUCKNER STREET T/H'S,2310,101912058,Middle,65,1,90
3564,6.01E+11,198080,2.191061378,2019-06-24,2732,0.037,29.75771,-95.38771,77019,8318.06,BUCKNER STREET T/H'S,2310,101912322,High,95,1,90
3576,6.01E+11,421740,10,2012-05-16,2384,0.0655,29.74054,-95.41284,77098,8312.03,KERRS-FERNDALE ROW T/H,2027,101912259,Middle,75,1,0
3576,6.01E+11,421740,10,2012-05-16,2384,0.0655,29.74054,-95.41284,77098,8312.03,KERRS-FERNDALE ROW T/H,2027,101912228,Elementary,95,1,0
3576,6.01E+11,421740,10,2012-05-16,2384,0.0655,29.74054,-95.41284,77098,8312.03,KERRS-FERNDALE ROW T/H,2027,101912008,High,85,1,0
3577,6.01E+11,359100,2.45363766,1996-03-13,1908,0.0497,29.74047,-95.41284,77098,8312.03,KERRS-FERNDALE ROW T/H,2027,101912259,Middle,75,1,0
3577,6.01E+11,359100,2.45363766,1996-03-13,1908,0.0497,29.74047,-95.41284,77098,8312.03,KERRS-FERNDALE ROW T/H,2027,101912228,Elementary,95,1,0
3577,6.01E+11,359100,2.45363766,1996-03-13,1908,0.0497,29.74047,-95.41284,77098,8312.03,KERRS-FERNDALE ROW T/H,2027,101912008,High,85,1,0
3578,6.01E+11,429400,1.513002364,2005-09-15,2038,0.0498,29.74041,-95.41284,77098,8312.03,KERRS-FERNDALE ROW T/H,2027,101912259,Middle,75,1,0
3578,6.01E+11,429400,1.513002364,2005-09-15,2038,0.0498,29.74041,-95.41284,77098,8312.03,KERRS-FERNDALE ROW T/H,2027,101912228,Elementary,95,1,0
3578,6.01E+11,429400,1.513002364,2005-09-15,2038,0.0498,29.74041,-95.41284,77098,8312.03,KERRS-FERNDALE ROW T/H,2027,101912008,High,85,1,0
3579,6.01E+11,346490,-2.117597871,2009-09-20,2122,0.0496,29.74035,-95.41283,77098,8312.03,KERRS-FERNDALE ROW T/H,2027,101912259,Middle,75,1,0
3579,6.01E+11,346490,-2.117597871,2009-09-20,2122,0.0496,29.74035,-95.41283,77098,8312.03,KERRS-FERNDALE ROW T/H,2027,101912228,Elementary,95,1,0
3579,6.01E+11,346490,-2.117597871,2009-09-20,2122,0.0496,29.74035,-95.41283,77098,8312.03,KERRS-FERNDALE ROW T/H,2027,101912008,High,85,1,0
3580,6.01E+11,384300,7.647058824,1997-12-31,2020,0.0598,29.74029,-95.41283,77098,8312.03,KERRS-FERNDALE ROW T/H,2027,101912259,Middle,75,1,0
3580,6.01E+11,384300,7.647058824,1997-12-31,2020,0.0598,29.74029,-95.41283,77098,8312.03,KERRS-FERNDALE ROW T/H,2027,101912228,Elementary,95,1,0
3580,6.01E+11,384300,7.647058824,1997-12-31,2020,0.0598,29.74029,-95.41283,77098,8312.03,KERRS-FERNDALE ROW T/H,2027,101912008,High,85,1,0
5195,6.20E+11,386344,3.893896693,2000-11-29,1609,0.1638,29.70559,-95.41067,77030,7415.01,"BRAESWOOD #1 EXPT. PT BLK 6,7",1453,101912026,High,95,2,0
5195,6.20E+11,386344,3.893896693,2000-11-29,1609,0.1638,29.70559,-95.41067,77030,7415.01,"BRAESWOOD #1 EXPT. PT BLK 6,7",1453,101912080,Middle,85,2,0
5195,6.20E+11,386344,3.893896693,2000-11-29,1609,0.1638,29.70559,-95.41067,77030,7415.01,"BRAESWOOD #1 EXPT. PT BLK 6,7",1453,101912229,Elementary,95,2,0
5196,6.20E+11,318388,0,2007-04-02,1920,0.1543,29.7056,-95.41048,77030,7415.01,"BRAESWOOD #1 EXPT. PT BLK 6,7",1453,101912026,High,95,2,0
5196,6.20E+11,318388,0,2007-04-02,1920,0.1543,29.7056,-95.41048,77030,7415.01,"BRAESWOOD #1 EXPT. PT BLK 6,7",1453,101912080,Middle,85,2,0
5196,6.20E+11,318388,0,2007-04-02,1920,0.1543,29.7056,-95.41048,77030,7415.01,"BRAESWOOD #1 EXPT. PT BLK 6,7",1453,101912229,Elementary,95,2,0
5200,6.20E+11,393500,0,2017-09-21,2702,0.1667,29.7051,-95.41059,77030,7415.01,"BRAESWOOD #1 EXPT. PT BLK 6,7",1453,101912026,High,95,2,0
5200,6.20E+11,393500,0,2017-09-21,2702,0.1667,29.7051,-95.41059,77030,7415.01,"BRAESWOOD #1 EXPT. PT BLK 6,7",1453,101912080,Middle,85,2,0
5200,6.20E+11,393500,0,2017-09-21,2702,0.1667,29.7051,-95.41059,77030,7415.01,"BRAESWOOD #1 EXPT. PT BLK 6,7",1453,101912229,Elementary,95,2,0
5201,6.20E+11,430500,0.072293806,1993-04-27,1614,0.1767,29.70509,-95.41078,77030,7415.01,"BRAESWOOD #1 EXPT. PT BLK 6,7",1453,101912026,High,95,2,0
5201,6.20E+11,430500,0.072293806,1993-04-27,1614,0.1767,29.70509,-95.41078,77030,7415.01,"BRAESWOOD #1 EXPT. PT BLK 6,7",1453,101912080,Middle,85,2,0
5201,6.20E+11,430500,0.072293806,1993-04-27,1614,0.1767,29.70509,-95.41078,77030,7415.01,"BRAESWOOD #1 EXPT. PT BLK 6,7",1453,101912229,Elementary,95,2,0
5205,6.20E+11,391390,2.115147293,2007-08-03,2190,0.035,29.70464,-95.41061,77030,7414.03,BRAESWOOD AREA TOWNHOMES,1453,101912026,High,95,2,3
5205,6.20E+11,391390,2.115147293,2007-08-03,2190,0.035,29.70464,-95.41061,77030,7414.03,BRAESWOOD AREA TOWNHOMES,1453,101912080,Middle,85,2,3
5205,6.20E+11,391390,2.115147293,2007-08-03,2190,0.035,29.70464,-95.41061,77030,7414.03,BRAESWOOD AREA TOWNHOMES,1453,101912229,Elementary,95,2,3
5206,6.20E+11,420000,6.171603646,2013-07-15,2185,0.0425,29.70464,-95.41061,77030,7414.03,BRAESWOOD AREA TOWNHOMES,1453,101912026,High,95,2,3
5206,6.20E+11,420000,6.171603646,2013-07-15,2185,0.0425,29.70464,-95.41061,77030,7414.03,BRAESWOOD AREA TOWNHOMES,1453,101912080,Middle,85,2,3
5206,6.20E+11,420000,6.171603646,2013-07-15,2185,0.0425,29.70464,-95.41061,77030,7414.03,BRAESWOOD AREA TOWNHOMES,1453,101912229,Elementary,95,2,3
5207,6.20E+11,421882,2.398543689,2019-05-22,2124,0.0354,29.70464,-95.41061,77030,7414.03,BRAESWOOD AREA TOWNHOMES,1453,101912026,High,95,2,3
5207,6.20E+11,421882,2.398543689,2019-05-22,2124,0.0354,29.70464,-95.41061,77030,7414.03,BRAESWOOD AREA TOWNHOMES,1453,101912080,Middle,85,2,3
5207,6.20E+11,421882,2.398543689,2019-05-22,2124,0.0354,29.70464,-95.41061,77030,7414.03,BRAESWOOD AREA TOWNHOMES,1453,101912229,Elementary,95,2,3
5346,6.20E+11,428629,1.736234732,2001-04-28,2120,0.1791,29.70555,-95.41396,77030,7415.01,"BRAESWOOD #1 EXPT. PT BLK 6,7",1453,101912026,High,95,2,0
5346,6.20E+11,428629,1.736234732,2001-04-28,2120,0.1791,29.70555,-95.41396,77030,7415.01,"BRAESWOOD #1 EXPT. PT BLK 6,7",1453,101912080,Middle,85,2,0
5346,6.20E+11,428629,1.736234732,2001-04-28,2120,0.1791,29.70555,-95.41396,77030,7415.01,"BRAESWOOD #1 EXPT. PT BLK 6,7",1453,101912229,Elementary,95,2,0
5501,6.20E+11,449971,1.34481982,2017-05-19,2240,0.05,29.70543,-95.41587,77030,7414.03,BRAESWOOD AREA TOWNHOMES,1453,101912026,High,95,2,3
5501,6.20E+11,449971,1.34481982,2017-05-19,2240,0.05,29.70543,-95.41587,77030,7414.03,BRAESWOOD AREA TOWNHOMES,1453,101912080,Middle,85,2,3
5501,6.20E+11,449971,1.34481982,2017-05-19,2240,0.05,29.70543,-95.41587,77030,7414.03,BRAESWOOD AREA TOWNHOMES,1453,101912229,Elementary,95,2,3
5502,6.20E+11,441000,2.102713941,2010-01-04,2240,0.06,29.70551,-95.41567,77030,7414.03,BRAESWOOD AREA TOWNHOMES,1453,101912026,High,95,2,3
5502,6.20E+11,441000,2.102713941,2010-01-04,2240,0.06,29.70551,-95.41567,77030,7414.03,BRAESWOOD AREA TOWNHOMES,1453,101912080,Middle,85,2,3
5502,6.20E+11,441000,2.102713941,2010-01-04,2240,0.06,29.70551,-95.41567,77030,7414.03,BRAESWOOD AREA TOWNHOMES,1453,101912229,Elementary,95,2,3
5504,6.20E+11,437000,0.016936506,2006-08-28,2240,0.06,29.70558,-95.41607,77030,7414.03,BRAESWOOD AREA TOWNHOMES,1453,101912026,High,95,2,3
5504,6.20E+11,437000,0.016936506,2006-08-28,2240,0.06,29.70558,-95.41607,77030,7414.03,BRAESWOOD AREA TOWNHOMES,1453,101912080,Middle,85,2,3
5504,6.20E+11,437000,0.016936506,2006-08-28,2240,0.06,29.70558,-95.41607,77030,7414.03,BRAESWOOD AREA TOWNHOMES,1453,101912229,Elementary,95,2,3
5505,6.20E+11,428843,-0.079220286,2012-04-27,2192,0.0347,29.70558,-95.41607,77030,7414.03,BRAESWOOD AREA TOWNHOMES,1453,101912026,High,95,2,3
5505,6.20E+11,428843,-0.079220286,2012-04-27,2192,0.0347,29.70558,-95.41607,77030,7414.03,BRAESWOOD AREA TOWNHOMES,1453,101912080,Middle,85,2,3
5505,6.20E+11,428843,-0.079220286,2012-04-27,2192,0.0347,29.70558,-95.41607,77030,7414.03,BRAESWOOD AREA TOWNHOMES,1453,101912229,Elementary,95,2,3
5506,6.20E+11,406022,4.976821029,2016-02-24,2192,0.0347,29.70558,-95.41607,77030,7414.03,BRAESWOOD AREA TOWNHOMES,1453,101912026,High,95,2,3
5506,6.20E+11,406022,4.976821029,2016-02-24,2192,0.0347,29.70558,-95.41607,77030,7414.03,BRAESWOOD AREA TOWNHOMES,1453,101912080,Middle,85,2,3
5506,6.20E+11,406022,4.976821029,2016-02-24,2192,0.0347,29.70558,-95.41607,77030,7414.03,BRAESWOOD AREA TOWNHOMES,1453,101912229,Elementary,95,2,3
5507,6.20E+11,411329,-2.311304063,2009-07-15,2192,0.03,29.70551,-95.41567,77030,7414.03,BRAESWOOD AREA TOWNHOMES,1453,101912026,High,95,2,3
5507,6.20E+11,411329,-2.311304063,2009-07-15,2192,0.03,29.70551,-95.41567,77030,7414.03,BRAESWOOD AREA TOWNHOMES,1453,101912080,Middle,85,2,3
5507,6.20E+11,411329,-2.311304063,2009-07-15,2192,0.03,29.70551,-95.41567,77030,7414.03,BRAESWOOD AREA TOWNHOMES,1453,101912229,Elementary,95,2,3
